path,route,kind,section,title,date,words,heading_count,external_url_count,citation_signals,reference_heading,internal_link_count,broken_internal_links,featured,local_asset_count,inline_image_count,svg_count,table_count,mermaid_count,chart_count,h5p_count,iframe_count,decision,needs,tags,categories,areas
ia-educacion/integracion-curricular/ia-aprendizaje-hibrido/index.md,/ia-educacion/integracion-curricular/ia-aprendizaje-hibrido/,page,ia-educacion,IA en el aprendizaje híbrido y activo,2026-04-06,785,7,0,2,true,0,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis,inteligencia-artificial|aprendizaje-hibrido|personalizacion|tutoria-inteligente|analisis-predictivo,ia-en-educacion,ia|pedagogia|digital
ia-educacion/productos-de-aprendizaje/_index.md,/ia-educacion/productos-de-aprendizaje/,section,ia-educacion,Productos de aprendizaje con IAG,2026-05-11,241,3,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,producto-aprendizaje|bloom|rubrica-iag|evaluacion-de-procesos,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/analisis-de-casos/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-casos/,page,ia-educacion,Análisis de casos con IAG,2026-05-11,1493,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-5|rubrica-iag|cognitivas|profesionales|investigación|analisis-de-casos|abc|toma-de-decisiones,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/analisis-de-materiales/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-materiales/,page,ia-educacion,Análisis de materiales con IAG,2026-05-11,731,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|investigación|materiales|caracterización,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/analisis-economico/index.md,/ia-educacion/productos-de-aprendizaje/analisis-economico/,page,ia-educacion,Análisis económico con IAG,2026-05-11,788,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|profesionales|cognitivas|análisis-económico|evaluación-financiera,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/articulo/index.md,/ia-educacion/productos-de-aprendizaje/articulo/,page,ia-educacion,Artículo con IAG,2026-05-11,1012,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-5|rubrica-iag|investigación|comunicación|cognitivas|artículo|publicación-académica,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/automatizacion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/automatizacion-industrial/,page,ia-educacion,Automatización industrial con IAG,2026-05-11,729,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|automatización|control-industrial,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/circuitos-electricos/index.md,/ia-educacion/productos-de-aprendizaje/circuitos-electricos/,page,ia-educacion,Circuitos eléctricos con IAG,2026-05-11,719,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|ingeniería|circuitos|análisis-eléctrico,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/control-y-dinamica/index.md,/ia-educacion/productos-de-aprendizaje/control-y-dinamica/,page,ia-educacion,Control y dinámica con IAG,2026-05-11,705,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|cognitivas|control|dinámica|robustez,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/cronica/index.md,/ia-educacion/productos-de-aprendizaje/cronica/,page,ia-educacion,Crónica con IAG,2026-05-11,932,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-6|rubrica-iag|comunicación|innovación|crónica|narrativa|voz-autoral,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/,page,ia-educacion,Diseño de sistemas con IAG,2026-05-11,694,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|diseño-de-sistemas|arquitectura,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/ensayo/index.md,/ia-educacion/productos-de-aprendizaje/ensayo/,page,ia-educacion,Ensayo con IA: evaluar el proceso de escritura,2026-05-11,3522,22,8,0,true,7,,true,1,0,0,9,1,0,1,0,dividir,fallback-verificar,producto-aprendizaje|bloom-5|evaluación-procesos|cognitivas|comunicación|argumentación|ensayo|IA generativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/entrevista/index.md,/ia-educacion/productos-de-aprendizaje/entrevista/,page,ia-educacion,Entrevista con IAG,2026-05-11,858,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|investigación|comunicación|entrevista|metodología-cualitativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/gestion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/gestion-industrial/,page,ia-educacion,Gestión industrial con IAG,2026-05-11,718,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|profesionales|ingeniería|gestión|mejora-continua,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/,page,ia-educacion,Integración de sistemas con IAG,2026-05-11,694,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|ingeniería|innovación|integración|interfaces,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/investigacion-aplicada/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-aplicada/,page,ia-educacion,Investigación aplicada con IAG,2026-05-11,785,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-5|rubrica-iag|investigación|ingeniería|investigación-aplicada|transferencia,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/investigacion-de-campo/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-de-campo/,page,ia-educacion,Investigación de campo con IAG,2026-05-11,914,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-4|rubrica-iag|investigación|metodología|trabajo-de-campo,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/mapa-conceptual/index.md,/ia-educacion/productos-de-aprendizaje/mapa-conceptual/,page,ia-educacion,Mapa conceptual con IAG,2026-05-11,816,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|cognitivas|mapa-conceptual|pensamiento-sistémico,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/metrologia/index.md,/ia-educacion/productos-de-aprendizaje/metrologia/,page,ia-educacion,Metrología con IAG,2026-05-11,689,10,0,0,false,0,,false,0,0,0,3,0,0,0,0,actualizar,featured|svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|metrología|incertidumbre|calidad,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/modelado-matematico/index.md,/ia-educacion/productos-de-aprendizaje/modelado-matematico/,page,ia-educacion,Modelado matemático con IAG,2026-05-11,820,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|cognitivas|modelado|matemática-aplicada,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/monografia/index.md,/ia-educacion/productos-de-aprendizaje/monografia/,page,ia-educacion,Monografía con IAG,2026-05-11,976,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama|interaccion-candidata,producto-aprendizaje|bloom-4|rubrica-iag|investigación|cognitivas|comunicación|monografia,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/nota/index.md,/ia-educacion/productos-de-aprendizaje/nota/,page,ia-educacion,Nota con IAG,2026-05-11,804,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-2|rubrica-iag|comunicación|cognitivas|nota|redacción-informativa,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/planos-tecnicos/index.md,/ia-educacion/productos-de-aprendizaje/planos-tecnicos/,page,ia-educacion,Planos técnicos con IAG,2026-05-11,787,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-4|rubrica-iag|ingeniería|planos|dibujo-técnico|normalización,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/presentacion/index.md,/ia-educacion/productos-de-aprendizaje/presentacion/,page,ia-educacion,Presentación con IAG,2026-05-11,836,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|comunicación|presentación|oratoria,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/programacion/index.md,/ia-educacion/productos-de-aprendizaje/programacion/,page,ia-educacion,Programación con IAG,2026-05-11,899,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|ingeniería|cognitivas|programación|depuración,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/prototipo/index.md,/ia-educacion/productos-de-aprendizaje/prototipo/,page,ia-educacion,Prototipo con IAG,2026-05-11,811,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|innovación|ingeniería|prototipado|diseño,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/proyecto/index.md,/ia-educacion/productos-de-aprendizaje/proyecto/,page,ia-educacion,Proyecto con IAG,2026-05-11,887,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-6|rubrica-iag|profesionales|innovación|abp|proyecto,producto-aprendizaje,ia|evaluacion|pedagogia
ia-educacion/productos-de-aprendizaje/reporte-tecnico/index.md,/ia-educacion/productos-de-aprendizaje/reporte-tecnico/,page,ia-educacion,Reporte técnico con IAG,2026-05-11,846,10,0,0,false,0,,true,1,0,0,3,0,0,0,0,actualizar,svg-diagrama,producto-aprendizaje|bloom-3|rubrica-iag|comunicación|ingeniería|redacción-técnica,producto-aprendizaje,ia|evaluacion|pedagogia
